gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts,Rep1_CondA_CPM,Rep2_CondA_CPM,Rep1_CondB_CPM,Rep2_CondB_CPM
RPRC013594,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003148,23,11,3,2,1.14,0.80,0.38,0.34
RPRC003149,8,6,0,4,0.40,0.43,0.00,0.68
RPRC006160,1676,1190,379,332,83.37,86.16,47.42,56.47
RPRC006155,890,596,168,117,44.27,43.15,21.02,19.90
RPRC006156,1216,714,191,164,60.48,51.70,23.90,27.90
RPRC000369,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015374,335,201,425,277,16.66,14.55,53.18,47.12
RPRC000891,23,18,3,5,1.14,1.30,0.38,0.85
RPRC005221,112,76,56,27,5.57,5.50,7.01,4.59
RPRC005219,42,36,35,19,2.09,2.61,4.38,3.23
RPRC014385,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012907,0,4,0,1,0.00,0.29,0.00,0.17
RPRC012910,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012912,0,2,0,0,0.00,0.14,0.00,0.00
RPRC012918,63,34,13,12,3.13,2.46,1.63,2.04
RPRC001543,817,488,238,159,40.64,35.33,29.78,27.05
RPRC012920,75,51,5,1,3.73,3.69,0.63,0.17
RPRC012854,2785,1747,714,588,138.53,126.49,89.34,100.02
RPRC012852,1224,632,776,526,60.88,45.76,97.10,89.48
RPRC012935,12,1,0,0,0.60,0.07,0.00,0.00
RPRC000444,4760,3229,1810,1305,236.77,233.79,226.47,221.99
RPRC001633,1323,805,345,275,65.81,58.28,43.17,46.78
RPRC014186,1848,1280,644,481,91.92,92.68,80.58,81.82
RPRC001634,1670,1144,553,365,83.07,82.83,69.19,62.09
RPRC014315,421,327,150,120,20.94,23.68,18.77,20.41
RPRC001635,488,308,413,358,24.27,22.30,51.68,60.90
RPRC014187,2616,1570,1475,1050,130.12,113.67,184.56,178.61
RPRC014185,5259,3018,743,634,261.59,218.51,92.97,107.85
RPRC000292,487,383,135,88,24.22,27.73,16.89,14.97
RPRC014314,1050,663,377,231,52.23,48.00,47.17,39.29
RPRC014252,461,275,286,179,22.93,19.91,35.79,30.45
RPRC014249,11,11,12,4,0.55,0.80,1.50,0.68
RPRC014247,4,1,1,0,0.20,0.07,0.13,0.00
RPRC014246,246,182,177,103,12.24,13.18,22.15,17.52
RPRC014243,3156,2841,1591,1289,156.98,205.70,199.07,219.27
RPRC014241,77,57,73,57,3.83,4.13,9.13,9.70
RPRC014240,28,30,7,39,1.39,2.17,0.88,6.63
RPRC014184,6,4,1,7,0.30,0.29,0.13,1.19
RPRC014239,13,9,9,8,0.65,0.65,1.13,1.36
RPRC014181,1360,1205,439,2435,67.65,87.25,54.93,414.21
RPRC014238,3053,1971,2030,1671,151.86,142.71,254.00,284.25
RPRC014236,1398,953,742,493,69.54,69.00,92.84,83.86
RPRC014202,6000,4439,3995,3001,298.44,321.40,499.87,510.49
RPRC014235,447,323,89,54,22.23,23.39,11.14,9.19
RPRC014180,2140,1231,896,852,106.45,89.13,112.11,144.93
RPRC014223,3971,3442,1400,1001,197.52,249.21,175.17,170.28
RPRC014234,9,16,2,2,0.45,1.16,0.25,0.34
RPRC001636,1333,738,387,349,66.30,53.43,48.42,59.37
RPRC014233,168,124,162,95,8.36,8.98,20.27,16.16
RPRC014230,691,498,309,247,34.37,36.06,38.66,42.02
RPRC014225,1280,905,448,289,63.67,65.52,56.05,49.16
RPRC014226,11804,8788,5751,3564,587.14,636.28,719.58,606.26
RPRC005499,1861,1477,1047,754,92.57,106.94,131.00,128.26
RPRC005141,1180,956,207,173,58.69,69.22,25.90,29.43
RPRC005485,1699,1197,1322,912,84.51,86.67,165.41,155.14
RPRC005147,379,309,56,72,18.85,22.37,7.01,12.25
RPRC005484,1173,933,447,277,58.35,67.55,55.93,47.12
RPRC005448,102,97,58,36,5.07,7.02,7.26,6.12
RPRC005447,27,55,14,4,1.34,3.98,1.75,0.68
RPRC005442,13,5,2,4,0.65,0.36,0.25,0.68
RPRC005226,3343,2238,898,792,166.28,162.04,112.36,134.72
RPRC005435,42,49,14,13,2.09,3.55,1.75,2.21
RPRC005259,9997,7451,5212,3342,497.26,539.48,652.14,568.49
RPRC005138,2642,1779,887,657,131.41,128.81,110.98,111.76
RPRC005428,71,51,5,7,3.53,3.69,0.63,1.19
RPRC005137,554,219,636,368,27.56,15.86,79.58,62.60
RPRC001637,1211,990,567,479,60.24,71.68,70.94,81.48
RPRC005427,393,362,220,157,19.55,26.21,27.53,26.71
RPRC005426,116,124,80,70,5.77,8.98,10.01,11.91
RPRC005135,299,280,220,163,14.87,20.27,27.53,27.73
RPRC005133,0,0,0,0,0.00,0.00,0.00,0.00
RPRC005263,2,0,0,0,0.10,0.00,0.00,0.00
RPRC005425,1,0,1,0,0.05,0.00,0.13,0.00
RPRC005265,0,1,0,0,0.00,0.07,0.00,0.00
RPRC005412,1332,970,639,425,66.25,70.23,79.95,72.29
RPRC001638,1560,1127,1218,884,77.60,81.60,152.40,150.37
RPRC005296,785,604,204,169,39.05,43.73,25.53,28.75
RPRC005294,1313,1007,407,249,65.31,72.91,50.92,42.36
RPRC005266,5887,4453,3843,2500,292.82,322.41,480.85,425.26
RPRC005281,6407,5706,1535,1172,318.69,413.13,192.06,199.36
RPRC005292,450,349,64,68,22.38,25.27,8.01,11.57
RPRC006606,0,3,0,1,0.00,0.22,0.00,0.17
RPRC002082,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006603,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006601,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006599,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006598,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006594,1,2,0,0,0.05,0.14,0.00,0.00
RPRC006581,458,285,349,227,22.78,20.63,43.67,38.61
RPRC006578,1,1,0,0,0.05,0.07,0.00,0.00
RPRC009860,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017162,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009857,39,10,2,7,1.94,0.72,0.25,1.19
RPRC017517,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004009,1362,941,639,411,67.75,68.13,79.95,69.91
RPRC004022,1566,1100,969,680,77.89,79.64,121.24,115.67
RPRC006871,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002603,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008924,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014600,17,18,0,3,0.85,1.30,0.00,0.51
RPRC000543,1,0,0,0,0.05,0.00,0.00,0.00
RPRC000190,1,5,3,0,0.05,0.36,0.38,0.00
RPRC010310,762,513,202,172,37.90,37.14,25.27,29.26
RPRC010303,277,201,136,98,13.78,14.55,17.02,16.67
RPRC010194,2684,1864,1360,879,133.50,134.96,170.17,149.52
RPRC010193,891,536,304,214,44.32,38.81,38.04,36.40
RPRC000615,3320,2159,907,606,165.14,156.32,113.49,103.08
RPRC010203,16,9,1,3,0.80,0.65,0.13,0.51
RPRC010302,3,4,2,2,0.15,0.29,0.25,0.34
RPRC010266,1726,1108,463,299,85.85,80.22,57.93,50.86
RPRC010207,1910,1385,774,566,95.00,100.28,96.84,96.28
RPRC010264,1404,1000,494,349,69.84,72.40,61.81,59.37
RPRC010192,25864,16262,3526,3188,1286.49,1177.42,441.18,542.30
RPRC010191,896,984,341,251,44.57,71.24,42.67,42.70
RPRC001630,226,165,41,28,11.24,11.95,5.13,4.76
RPRC001631,740,513,172,139,36.81,37.14,21.52,23.64
RPRC010135,1327,857,763,545,66.01,62.05,95.47,92.71
RPRC013398,379,253,140,118,18.85,18.32,17.52,20.07
RPRC013352,504,327,527,368,25.07,23.68,65.94,62.60
RPRC013348,8,11,0,10,0.40,0.80,0.00,1.70
RPRC013168,1079,716,583,442,53.67,51.84,72.95,75.19
RPRC013319,807,549,716,551,40.14,39.75,89.59,93.73
RPRC013317,381,270,228,146,18.95,19.55,28.53,24.84
RPRC013171,40,44,12,13,1.99,3.19,1.50,2.21
RPRC013165,6433,4333,1951,1368,319.98,313.72,244.11,232.70
RPRC013160,1986,1449,433,389,98.79,104.91,54.18,66.17
RPRC013107,42,26,48,85,2.09,1.88,6.01,14.46
RPRC013313,73,34,15,7,3.63,2.46,1.88,1.19
RPRC000561,30,22,12,11,1.49,1.59,1.50,1.87
RPRC013175,2066,1515,836,539,102.76,109.69,104.60,91.69
RPRC013195,10282,7302,4580,3181,511.43,528.69,573.06,541.10
RPRC013207,968,835,637,585,48.15,60.46,79.70,99.51
RPRC017426,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009424,3688,2535,1493,1018,183.44,183.54,186.81,173.17
RPRC009458,487,147,65,36,24.22,10.64,8.13,6.12
RPRC009456,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009451,956,678,601,435,47.55,49.09,75.20,74.00
RPRC009414,617,387,46,76,30.69,28.02,5.76,12.93
RPRC009425,177,163,63,52,8.80,11.80,7.88,8.85
RPRC009449,386,326,192,124,19.20,23.60,24.02,21.09
RPRC009446,986,593,505,306,49.04,42.94,63.19,52.05
RPRC009445,101,72,126,81,5.02,5.21,15.77,13.78
RPRC009427,573,433,548,407,28.50,31.35,68.57,69.23
RPRC009440,18,13,2,1,0.90,0.94,0.25,0.17
RPRC009428,1509,1155,486,332,75.06,83.63,60.81,56.47
RPRC009412,904,697,831,597,44.97,50.47,103.98,101.55
RPRC009429,2230,1550,1305,1006,110.92,112.22,163.29,171.13
RPRC009430,417,332,194,142,20.74,24.04,24.27,24.15
RPRC009411,330,299,122,93,16.41,21.65,15.26,15.82
RPRC009431,855,759,214,157,42.53,54.95,26.78,26.71
RPRC009432,2463,1489,2204,1426,122.51,107.81,275.77,242.57
RPRC001632,1260,958,359,302,62.67,69.36,44.92,51.37
RPRC008116,720,670,232,124,35.81,48.51,29.03,21.09
RPRC008065,814,636,410,301,40.49,46.05,51.30,51.20
RPRC001457,1574,1116,1733,1171,78.29,80.80,216.84,199.19
RPRC001458,1655,1019,1056,716,82.32,73.78,132.13,121.80
RPRC008115,1261,1046,801,562,62.72,75.73,100.22,95.60
RPRC008114,644,450,299,197,32.03,32.58,37.41,33.51
RPRC008066,1302,928,386,250,64.76,67.19,48.30,42.53
RPRC008063,1793,1422,470,460,89.19,102.96,58.81,78.25
RPRC008113,1088,927,514,722,54.12,67.12,64.31,122.82
RPRC008067,217,14,5,1,10.79,1.01,0.63,0.17
RPRC008062,149,1,7,0,7.41,0.07,0.88,0.00
RPRC008060,1293,634,354,210,64.31,45.90,44.29,35.72
RPRC001459,8056,6115,2575,1780,400.71,442.75,322.19,302.79
RPRC008112,12,4,0,0,0.60,0.29,0.00,0.00
RPRC008111,72,47,43,29,3.58,3.40,5.38,4.93
RPRC008068,1112,744,676,441,55.31,53.87,84.58,75.02
RPRC008110,6775,4683,2943,2142,336.99,339.06,368.24,364.37
RPRC001460,284,203,81,53,14.13,14.70,10.13,9.02
RPRC008057,2377,1429,1529,1042,118.23,103.46,191.31,177.25
RPRC008069,1160,944,565,348,57.70,68.35,70.69,59.20
RPRC008109,5168,3438,1757,1454,257.06,248.92,219.84,247.33
RPRC008054,1550,1202,785,594,77.10,87.03,98.22,101.04
RPRC008053,815,439,1044,643,40.54,31.78,130.63,109.38
RPRC008073,5126,4565,121,95,254.97,330.52,15.14,16.16
RPRC008072,7,4,4,7,0.35,0.29,0.50,1.19
RPRC008052,0,1,0,0,0.00,0.07,0.00,0.00
RPRC008051,1,1,0,0,0.05,0.07,0.00,0.00
RPRC008050,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008070,4,1,0,0,0.20,0.07,0.00,0.00
RPRC008071,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001142,0,1,5,0,0.00,0.07,0.63,0.00
RPRC008589,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008590,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001141,1,0,0,1,0.05,0.00,0.00,0.17
RPRC001140,866,666,886,512,43.08,48.22,110.86,87.09
RPRC001139,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008151,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002425,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002424,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017605,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002398,5,2,1,0,0.25,0.14,0.13,0.00
RPRC002397,20,15,12,3,0.99,1.09,1.50,0.51
RPRC002396,4403,3102,1800,1257,219.01,224.59,225.22,213.82
RPRC002385,1361,874,406,345,67.70,63.28,50.80,58.69
RPRC002386,2856,1718,2188,1829,142.06,124.39,273.77,311.12
RPRC002395,86,56,145,86,4.28,4.05,18.14,14.63
RPRC003935,16483,11088,5105,4010,819.88,802.81,638.75,682.12
RPRC003933,4287,3487,1835,1292,213.24,252.47,229.60,219.78
RPRC003922,4833,3117,2485,1749,240.40,225.68,310.93,297.51
RPRC003865,1443,706,849,703,71.78,51.12,106.23,119.58
RPRC003920,68,74,11,7,3.38,5.36,1.38,1.19
RPRC003870,1503,985,984,646,74.76,71.32,123.12,109.89
RPRC003918,854,522,315,252,42.48,37.79,39.41,42.87
RPRC003939,2509,1471,1888,1216,124.80,106.51,236.23,206.85
RPRC003940,62,40,5,4,3.08,2.90,0.63,0.68
RPRC003917,8,1,0,1,0.40,0.07,0.00,0.17
RPRC003875,2056,1396,744,528,102.27,101.07,93.09,89.82
RPRC003876,215,133,72,58,10.69,9.63,9.01,9.87
RPRC003878,36,20,8,1,1.79,1.45,1.00,0.17
RPRC001971,595,445,186,146,29.60,32.22,23.27,24.84
RPRC003881,177,75,72,49,8.80,5.43,9.01,8.34
RPRC003886,288,98,120,395,14.33,7.10,15.01,67.19
RPRC003942,2,0,3,7,0.10,0.00,0.38,1.19
RPRC003882,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003885,2,1,0,5,0.10,0.07,0.00,0.85
RPRC003944,1,1,0,1,0.05,0.07,0.00,0.17
RPRC008181,1535,665,3206,55,76.35,48.15,401.14,9.36
RPRC009418,22,16,6,6,1.09,1.16,0.75,1.02
RPRC013298,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000989,296,185,127,97,14.72,13.39,15.89,16.50
RPRC013295,524,330,178,115,26.06,23.89,22.27,19.56
RPRC013296,1343,970,531,440,66.80,70.23,66.44,74.85
RPRC015899,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013937,0,2,0,0,0.00,0.14,0.00,0.00
RPRC003050,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008448,6123,4422,1528,1232,304.56,320.17,191.19,209.57
RPRC008450,5,0,1,0,0.25,0.00,0.13,0.00
RPRC008487,22,17,9,2,1.09,1.23,1.13,0.34
RPRC008485,3,1,2,4,0.15,0.07,0.25,0.68
RPRC001102,509,326,249,249,25.32,23.60,31.16,42.36
RPRC000497,1223,709,929,641,60.83,51.33,116.24,109.04
RPRC000110,193,188,107,85,9.60,13.61,13.39,14.46
RPRC008452,7397,4457,12254,5984,367.93,322.70,1533.25,1017.91
RPRC012404,1020,786,312,262,50.74,56.91,39.04,44.57
RPRC012400,2318,1443,677,543,115.30,104.48,84.71,92.37
RPRC009064,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015979,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004465,0,0,0,1,0.00,0.00,0.00,0.17
RPRC016267,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002068,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002558,11,8,2,5,0.55,0.58,0.25,0.85
RPRC003101,0,0,1,1,0.00,0.00,0.13,0.17
RPRC000484,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012359,0,2,0,0,0.00,0.14,0.00,0.00
RPRC012357,1710,1177,1011,707,85.06,85.22,126.50,120.26
RPRC012356,2131,1539,959,610,106.00,111.43,119.99,103.76
RPRC001407,2595,1649,1374,953,129.08,119.39,171.92,162.11
RPRC012355,2790,2076,933,733,138.78,150.31,116.74,124.69
RPRC012360,2887,1976,1464,1054,143.60,143.07,183.18,179.29
RPRC012354,8851,5439,1140,1122,440.25,393.80,142.64,190.86
RPRC012353,3467,2185,420,448,172.45,158.20,52.55,76.21
RPRC012401,1,0,0,0,0.05,0.00,0.00,0.00
RPRC012399,10,6,0,1,0.50,0.43,0.00,0.17
RPRC012398,72,55,20,20,3.58,3.98,2.50,3.40
RPRC001408,16,20,24,23,0.80,1.45,3.00,3.91
RPRC012378,236,89,104,38,11.74,6.44,13.01,6.46
RPRC012167,520,642,164,794,25.87,46.48,20.52,135.06
RPRC001409,2253,1678,1427,963,112.07,121.49,178.55,163.81
RPRC012361,1459,973,634,458,72.57,70.45,79.33,77.91
RPRC012377,913,658,522,295,45.41,47.64,65.31,50.18
RPRC012376,10,1,3,9,0.50,0.07,0.38,1.53
RPRC001410,1101,699,905,629,54.76,50.61,113.24,107.00
RPRC012166,2911,1908,503,393,144.80,138.15,62.94,66.85
RPRC012375,2198,1596,1072,635,109.33,115.56,134.13,108.02
RPRC012164,1439,859,391,190,71.58,62.19,48.92,32.32
RPRC012161,1354,889,741,484,67.35,64.37,92.72,82.33
RPRC012373,5013,2519,1091,864,249.35,182.38,136.51,146.97
RPRC017522,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013140,261,159,369,252,12.98,11.51,46.17,42.87
RPRC013138,93,79,45,33,4.63,5.72,5.63,5.61
RPRC013070,23160,16654,3828,2718,1151.99,1205.80,478.97,462.35
RPRC013136,588,374,434,278,29.25,27.08,54.30,47.29
RPRC013072,2490,2050,399,482,123.85,148.43,49.92,81.99
RPRC013069,1076,696,507,430,53.52,50.39,63.44,73.15
RPRC013065,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000203,15,8,8,2,0.75,0.58,1.00,0.34
RPRC013075,14,15,6,0,0.70,1.09,0.75,0.00
RPRC013074,125,68,119,62,6.22,4.92,14.89,10.55
RPRC017521,0,1,0,0,0.00,0.07,0.00,0.00
RPRC013073,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011781,0,1,1,2,0.00,0.07,0.13,0.34
RPRC000143,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017495,3,3,1,0,0.15,0.22,0.13,0.00
RPRC011743,4064,3024,980,739,202.15,218.95,122.62,125.71
RPRC011742,27536,18973,8075,6236,1369.66,1373.71,1010.37,1060.78
RPRC011744,1086,874,1044,789,54.02,63.28,130.63,134.21
RPRC011740,2949,882,994,696,146.69,63.86,124.37,118.39
RPRC011738,138,87,41,56,6.86,6.30,5.13,9.53
RPRC011737,2259,1549,632,398,112.36,112.15,79.08,67.70
RPRC011780,0,1,0,0,0.00,0.07,0.00,0.00
RPRC011779,313,224,15,25,15.57,16.22,1.88,4.25
RPRC011772,380,284,166,101,18.90,20.56,20.77,17.18
RPRC011775,535,398,7,7,26.61,28.82,0.88,1.19
RPRC004426,354,933,128,102,17.61,67.55,16.02,17.35
RPRC004424,31,14,17,9,1.54,1.01,2.13,1.53
RPRC004499,3150,2666,834,580,156.68,193.03,104.35,98.66
RPRC004431,1886,1403,1607,951,93.81,101.58,201.07,161.77
RPRC004495,325,213,132,84,16.17,15.42,16.52,14.29
RPRC004493,1,1,0,0,0.05,0.07,0.00,0.00
RPRC004484,196,29,75,403,9.75,2.10,9.38,68.55
RPRC004478,302,228,174,110,15.02,16.51,21.77,18.71
RPRC001571,1483,1144,306,217,73.77,82.83,38.29,36.91
RPRC004445,624,496,178,102,31.04,35.91,22.27,17.35
RPRC001572,340,269,344,206,16.91,19.48,43.04,35.04
RPRC004447,623,403,517,264,30.99,29.18,64.69,44.91
RPRC002113,296,245,49,28,14.72,17.74,6.13,4.76
RPRC000363,257,118,133,72,12.78,8.54,16.64,12.25
RPRC000441,52,24,3,2,2.59,1.74,0.38,0.34
RPRC000202,730,644,254,205,36.31,46.63,31.78,34.87
RPRC000111,387,218,181,147,19.25,15.78,22.65,25.01
RPRC004643,347,183,202,132,17.26,13.25,25.27,22.45
RPRC004645,640,460,242,190,31.83,33.31,30.28,32.32
RPRC004678,1547,724,332,240,76.95,52.42,41.54,40.83
RPRC004676,324,227,78,47,16.12,16.44,9.76,7.99
RPRC004650,559,487,112,81,27.81,35.26,14.01,13.78
RPRC004672,680,464,329,237,33.82,33.60,41.17,40.31
RPRC004660,262,181,102,95,13.03,13.10,12.76,16.16
RPRC000838,378,280,123,104,18.80,20.27,15.39,17.69
RPRC004642,1043,751,320,270,51.88,54.37,40.04,45.93
RPRC004670,597,456,178,233,29.70,33.02,22.27,39.63
RPRC004668,2281,1603,1132,839,113.46,116.06,141.64,142.72
RPRC004641,1732,1065,1202,983,86.15,77.11,150.40,167.21
RPRC004661,823,486,311,227,40.94,35.19,38.91,38.61
RPRC004662,193,86,38,31,9.60,6.23,4.75,5.27
RPRC004663,5,1,0,0,0.25,0.07,0.00,0.00
RPRC004664,62,27,0,1,3.08,1.95,0.00,0.17
RPRC004665,27,33,3,1,1.34,2.39,0.38,0.17
RPRC004666,274,171,69,54,13.63,12.38,8.63,9.19
RPRC004640,47,45,12,13,2.34,3.26,1.50,2.21
RPRC000412,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004667,12,6,0,0,0.60,0.43,0.00,0.00
RPRC017343,301,218,142,121,14.97,15.78,17.77,20.58
RPRC017344,62,53,39,32,3.08,3.84,4.88,5.44
RPRC017358,2482,1713,954,678,123.46,124.03,119.37,115.33
RPRC001471,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001472,202,130,243,165,10.05,9.41,30.40,28.07
RPRC006765,188,153,171,103,9.35,11.08,21.40,17.52
RPRC006734,2088,1355,857,652,103.86,98.11,107.23,110.91
RPRC006645,3212,2260,1637,1035,159.77,163.63,204.83,176.06
RPRC001473,18,22,16,6,0.90,1.59,2.00,1.02
RPRC011663,417,223,410,331,20.74,16.15,51.30,56.30
RPRC011589,0,0,0,0,0.00,0.00,0.00,0.00
RPRC005515,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000642,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016471,0,0,0,0,0.00,0.00,0.00,0.00
RPRC005516,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004172,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010566,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004850,1925,1401,665,483,95.75,101.44,83.21,82.16
RPRC004851,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004852,0,0,1,0,0.00,0.00,0.13,0.00
RPRC004853,428,297,139,108,21.29,21.50,17.39,18.37
RPRC004849,753,518,359,281,37.45,37.50,44.92,47.80
RPRC004866,974,621,438,291,48.45,44.96,54.80,49.50
RPRC004867,1,0,1,1,0.05,0.00,0.13,0.17
RPRC004847,2691,1853,1114,763,133.85,134.16,139.39,129.79
RPRC004846,10802,6865,4105,3141,537.30,497.05,513.63,534.30
RPRC004887,1,3,0,0,0.05,0.22,0.00,0.00
RPRC004870,3626,2453,2154,1390,180.36,177.60,269.51,236.45
RPRC002200,3,5,0,0,0.15,0.36,0.00,0.00
RPRC012846,25,15,21,20,1.24,1.09,2.63,3.40
RPRC010994,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000748,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017141,1,0,0,0,0.05,0.00,0.00,0.00
RPRC001913,107,105,88,61,5.32,7.60,11.01,10.38
RPRC008216,2,7,3,1,0.10,0.51,0.38,0.17
RPRC008217,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008235,0,0,0,1,0.00,0.00,0.00,0.17
RPRC008215,2023,1353,736,555,100.63,97.96,92.09,94.41
RPRC008234,631,423,276,160,31.39,30.63,34.53,27.22
RPRC001914,1026,690,394,289,51.03,49.96,49.30,49.16
RPRC008219,1084,784,482,485,53.92,56.76,60.31,82.50
RPRC008233,428,234,486,352,21.29,16.94,60.81,59.88
RPRC008232,1,0,1,0,0.05,0.00,0.13,0.00
RPRC001915,271,147,287,154,13.48,10.64,35.91,26.20
RPRC008229,171,190,34,23,8.51,13.76,4.25,3.91
RPRC004173,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003278,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008886,767,643,329,155,38.15,46.56,41.17,26.37
RPRC000937,10,5,6,1,0.50,0.36,0.75,0.17
RPRC000938,1,4,0,0,0.05,0.29,0.00,0.00
RPRC010416,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006261,85,60,41,36,4.23,4.34,5.13,6.12
RPRC008719,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008715,3,3,0,0,0.15,0.22,0.00,0.00
RPRC008718,3,0,0,0,0.15,0.00,0.00,0.00
RPRC008717,7,4,0,0,0.35,0.29,0.00,0.00
RPRC008714,15,6,1,1,0.75,0.43,0.13,0.17
RPRC008716,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008610,3459,2321,985,748,172.05,168.05,123.25,127.24
RPRC008292,254,143,76,60,12.63,10.35,9.51,10.21
RPRC011457,1,4,0,0,0.05,0.29,0.00,0.00
RPRC014606,5,4,0,0,0.25,0.29,0.00,0.00
RPRC011355,152,173,30,17,7.56,12.53,3.75,2.89
RPRC004626,2024,1287,488,406,100.68,93.18,61.06,69.06
RPRC016285,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004613,1323,824,521,413,65.81,59.66,65.19,70.25
RPRC004612,278,198,74,64,13.83,14.34,9.26,10.89
RPRC000411,192,140,98,59,9.55,10.14,12.26,10.04
RPRC004614,1395,853,634,414,69.39,61.76,79.33,70.42
RPRC016943,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013271,11,9,0,2,0.55,0.65,0.00,0.34
RPRC011081,123,116,26,44,6.12,8.40,3.25,7.48
RPRC007882,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006869,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006011,19,9,5,1,0.95,0.65,0.63,0.17
RPRC006222,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006184,794,544,402,273,39.49,39.39,50.30,46.44
RPRC006221,1,1,0,0,0.05,0.07,0.00,0.00
RPRC009114,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014374,10,4,4,1,0.50,0.29,0.50,0.17
RPRC014378,6796,5340,1880,1329,338.04,386.63,235.23,226.07
RPRC000511,1045,866,375,265,51.98,62.70,46.92,45.08
RPRC010347,347,233,211,180,17.26,16.87,26.40,30.62
RPRC010346,3002,1823,686,510,149.32,131.99,85.83,86.75
RPRC010661,4,1,1,2,0.20,0.07,0.13,0.34
RPRC001806,21,21,11,3,1.04,1.52,1.38,0.51
RPRC010345,1506,1061,336,232,74.91,76.82,42.04,39.46
RPRC010351,683,584,362,220,33.97,42.28,45.29,37.42
RPRC010606,3618,2463,751,581,179.96,178.33,93.97,98.83
RPRC010656,172,196,68,112,8.56,14.19,8.51,19.05
RPRC001807,2380,1785,1122,732,118.38,129.24,140.39,124.52
RPRC010605,776,611,446,285,38.60,44.24,55.80,48.48
RPRC010344,2539,1810,1073,785,126.29,131.05,134.26,133.53
RPRC010604,573,441,175,113,28.50,31.93,21.90,19.22
RPRC010352,1775,1258,900,730,88.29,91.08,112.61,124.18
RPRC010594,2521,1757,1207,845,125.40,127.21,151.02,143.74
RPRC010592,442,260,407,224,21.99,18.82,50.92,38.10
RPRC010591,53,24,14,14,2.64,1.74,1.75,2.38
RPRC016152,0,1,0,0,0.00,0.07,0.00,0.00
RPRC010343,5599,3605,1669,1279,278.50,261.01,208.83,217.56
RPRC010549,29,8,8,5,1.44,0.58,1.00,0.85
RPRC010583,805,624,303,226,40.04,45.18,37.91,38.44
